paretoRank,paretoCriterion,rank,overallScore,modelUncertaintyBand,policyDelivery,publicAlignment,rightsSafeguard,captureResistance,legitimacy,complexityScore,resilienceFloor,legislatureKey,legislature,reviewKey,review,antiCaptureKey,antiCapture,tradeoffNote
109,exact,261,0.640,0.092,0.633,0.525,0.750,0.662,0.621,0.682,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,emergency-integrity-package,Emergency integrity package,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
110,exact,283,0.639,0.092,0.633,0.525,0.749,0.662,0.610,0.686,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,automatic-merits-follow-up,Automatic merits follow-up for emergency relief,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
111,exact,287,0.639,0.092,0.644,0.525,0.745,0.656,0.601,0.673,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
112,exact,292,0.639,0.092,0.644,0.524,0.747,0.656,0.597,0.673,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,nonpartisan-commission,Nonpartisan commission appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
113,exact,293,0.639,0.092,0.644,0.524,0.750,0.656,0.593,0.670,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,mandatory-written-emergency-reasoning,Mandatory written emergency reasoning,full-anti-capture-bundle,Full anti-capture bundle,strong rights screen
114,exact,296,0.639,0.092,0.644,0.526,0.744,0.656,0.598,0.673,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,accountability-retention-court,Retention-election accountability court,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
115,exact,303,0.639,0.092,0.644,0.524,0.747,0.656,0.595,0.672,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,recusal-and-emergency-reform,Peer recusal + reasoned emergency docket,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
116,exact,304,0.639,0.092,0.644,0.526,0.743,0.656,0.598,0.672,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,legislative-override,Judicial review with legislative supermajority override,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
117,exact,305,0.639,0.092,0.644,0.526,0.744,0.656,0.598,0.672,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,legislative-override-window,Time-limited legislative override window,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
118,exact,306,0.639,0.092,0.633,0.525,0.750,0.662,0.605,0.668,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,remand-override-window-package,Constitutional remand with override window,full-anti-capture-bundle,Full anti-capture bundle,strong rights screen
119,exact,307,0.639,0.092,0.633,0.526,0.742,0.662,0.617,0.674,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,council-concrete-hybrid,Constitutional council with concrete-review backstop,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
120,exact,308,0.638,0.092,0.644,0.524,0.748,0.656,0.592,0.678,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,term-limited-balanced,18-year staggered terms + regular appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
121,exact,309,0.638,0.096,0.766,0.503,0.597,0.670,0.543,0.757,0.597,default-pass,Default pass unless 2/3 block,mandatory-written-emergency-reasoning,Mandatory written emergency reasoning,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
122,exact,311,0.638,0.092,0.642,0.525,0.745,0.655,0.601,0.674,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
123,exact,312,0.638,0.096,0.766,0.505,0.592,0.670,0.551,0.760,0.592,default-pass,Default pass unless 2/3 block,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
124,exact,313,0.638,0.096,0.766,0.504,0.593,0.670,0.548,0.760,0.593,default-pass,Default pass unless 2/3 block,nonpartisan-commission,Nonpartisan commission appointments,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
125,exact,315,0.638,0.092,0.642,0.524,0.747,0.655,0.597,0.674,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,nonpartisan-commission,Nonpartisan commission appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
126,exact,316,0.638,0.092,0.633,0.526,0.747,0.662,0.605,0.674,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,constitutional-remand,Constitutional remand before invalidation,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
127,exact,317,0.638,0.092,0.642,0.523,0.750,0.655,0.593,0.671,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,mandatory-written-emergency-reasoning,Mandatory written emergency reasoning,full-anti-capture-bundle,Full anti-capture bundle,strong rights screen
128,exact,318,0.638,0.092,0.633,0.527,0.740,0.662,0.615,0.676,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,constitutional-council,Pre-enactment constitutional council,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
129,exact,319,0.638,0.092,0.642,0.526,0.744,0.655,0.598,0.673,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,accountability-retention-court,Retention-election accountability court,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
130,exact,321,0.638,0.096,0.766,0.504,0.594,0.670,0.545,0.759,0.594,default-pass,Default pass unless 2/3 block,recusal-and-emergency-reform,Peer recusal + reasoned emergency docket,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
131,exact,326,0.638,0.096,0.766,0.506,0.590,0.670,0.548,0.760,0.590,default-pass,Default pass unless 2/3 block,accountability-retention-court,Retention-election accountability court,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
132,exact,328,0.638,0.096,0.766,0.504,0.594,0.670,0.542,0.765,0.594,default-pass,Default pass unless 2/3 block,term-limited-balanced,18-year staggered terms + regular appointments,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
133,exact,329,0.638,0.092,0.642,0.524,0.747,0.655,0.595,0.672,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,recusal-and-emergency-reform,Peer recusal + reasoned emergency docket,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
134,exact,330,0.638,0.092,0.644,0.522,0.749,0.656,0.585,0.678,0.639,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,supermajority-review,60 percent invalidation threshold,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
135,exact,331,0.638,0.092,0.642,0.526,0.743,0.655,0.598,0.672,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,legislative-override,Judicial review with legislative supermajority override,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
136,exact,332,0.638,0.092,0.642,0.526,0.744,0.655,0.598,0.672,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,legislative-override-window,Time-limited legislative override window,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
137,exact,336,0.638,0.092,0.642,0.524,0.748,0.655,0.592,0.678,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,term-limited-balanced,18-year staggered terms + regular appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
138,exact,337,0.638,0.096,0.766,0.505,0.590,0.670,0.548,0.759,0.590,default-pass,Default pass unless 2/3 block,legislative-override-window,Time-limited legislative override window,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
139,exact,338,0.638,0.096,0.766,0.505,0.590,0.670,0.549,0.759,0.590,default-pass,Default pass unless 2/3 block,legislative-override,Judicial review with legislative supermajority override,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
140,exact,339,0.638,0.094,0.730,0.512,0.629,0.657,0.591,0.702,0.613,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,emergency-restraint-court,No emergency relief without merits review,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
141,exact,342,0.638,0.096,0.766,0.502,0.596,0.670,0.536,0.765,0.596,default-pass,Default pass unless 2/3 block,supermajority-review,60 percent invalidation threshold,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
142,exact,347,0.637,0.092,0.642,0.522,0.749,0.655,0.585,0.679,0.639,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,supermajority-review,60 percent invalidation threshold,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
143,exact,348,0.637,0.094,0.730,0.512,0.627,0.657,0.592,0.694,0.613,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,emergency-integrity-package,Emergency integrity package,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
144,exact,364,0.637,0.099,0.766,0.478,0.605,0.659,0.557,0.810,0.605,default-pass,Default pass unless 2/3 block,emergency-restraint-court,No emergency relief without merits review,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,strong delivery
145,exact,379,0.636,0.094,0.730,0.512,0.626,0.657,0.581,0.699,0.613,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,automatic-merits-follow-up,Automatic merits follow-up for emergency relief,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
146,exact,383,0.636,0.098,0.766,0.478,0.603,0.659,0.558,0.803,0.603,default-pass,Default pass unless 2/3 block,emergency-integrity-package,Emergency integrity package,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,strong delivery
147,exact,385,0.636,0.096,0.756,0.503,0.671,0.645,0.489,0.620,0.608,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,current-us-like,Stylized current U.S.-like supreme court,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,strong delivery
148,exact,409,0.635,0.092,0.633,0.524,0.738,0.662,0.592,0.692,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
149,exact,411,0.635,0.094,0.730,0.512,0.628,0.657,0.576,0.681,0.613,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,remand-override-window-package,Constitutional remand with override window,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
150,exact,412,0.635,0.094,0.730,0.513,0.619,0.657,0.587,0.686,0.613,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,council-concrete-hybrid,Constitutional council with concrete-review backstop,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
151,exact,414,0.635,0.092,0.633,0.523,0.740,0.662,0.589,0.692,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,nonpartisan-commission,Nonpartisan commission appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
152,exact,416,0.635,0.092,0.633,0.522,0.743,0.662,0.585,0.689,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,mandatory-written-emergency-reasoning,Mandatory written emergency reasoning,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
153,exact,420,0.635,0.092,0.633,0.525,0.737,0.662,0.589,0.692,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,accountability-retention-court,Retention-election accountability court,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
154,exact,424,0.635,0.094,0.730,0.512,0.625,0.657,0.575,0.687,0.613,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,constitutional-remand,Constitutional remand before invalidation,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
155,exact,426,0.635,0.092,0.633,0.523,0.740,0.662,0.586,0.691,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,recusal-and-emergency-reform,Peer recusal + reasoned emergency docket,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
156,exact,427,0.635,0.092,0.633,0.524,0.737,0.662,0.590,0.691,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,legislative-override,Judicial review with legislative supermajority override,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
157,exact,428,0.635,0.094,0.730,0.513,0.617,0.657,0.585,0.689,0.613,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,constitutional-council,Pre-enactment constitutional council,full-anti-capture-bundle,Full anti-capture bundle,strong delivery
158,exact,429,0.635,0.092,0.633,0.524,0.737,0.662,0.590,0.691,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,legislative-override-window,Time-limited legislative override window,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
159,exact,431,0.635,0.092,0.633,0.523,0.741,0.662,0.583,0.697,0.639,portfolio-hybrid-legislature,Portfolio hybrid legislature,term-limited-balanced,18-year staggered terms + regular appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
160,exact,433,0.635,0.098,0.766,0.505,0.605,0.614,0.571,0.814,0.601,default-pass,Default pass unless 2/3 block,emergency-restraint-court,No emergency relief without merits review,democracy-vouchers,Democracy vouchers,strong delivery
161,exact,434,0.635,0.098,0.766,0.478,0.602,0.659,0.547,0.807,0.602,default-pass,Default pass unless 2/3 block,automatic-merits-follow-up,Automatic merits follow-up for emergency relief,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,strong delivery
162,exact,437,0.635,0.094,0.644,0.498,0.758,0.644,0.607,0.723,0.608,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,emergency-restraint-court,No emergency relief without merits review,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,strong rights screen
163,exact,441,0.634,0.098,0.766,0.505,0.603,0.614,0.572,0.806,0.601,default-pass,Default pass unless 2/3 block,emergency-integrity-package,Emergency integrity package,democracy-vouchers,Democracy vouchers,strong delivery
