stressProfile,stressLabel,caseKey,period,delivery,usefulPolicy,badPolicyInflow,reviewDocketPressure,correctedPressure,uncorrectedPressure,policyQuality,publicAlignmentState,capturePressure,correctionBacklog,courtCurbingPressure,legitimacyState,compliance,netPolicyBenefit
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,13,0.503,0.301,0.163,0.160,0.160,0.000,0.286,0.480,0.000,0.044,0.000,0.581,0.526,0.228
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,14,0.504,0.303,0.162,0.153,0.153,0.000,0.285,0.485,0.000,0.033,0.000,0.585,0.528,0.230
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,15,0.504,0.305,0.161,0.148,0.148,0.000,0.284,0.489,0.000,0.027,0.000,0.588,0.529,0.232
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,16,0.505,0.306,0.161,0.145,0.145,0.000,0.284,0.492,0.000,0.022,0.000,0.591,0.530,0.234
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,17,0.506,0.308,0.160,0.143,0.143,0.000,0.283,0.495,0.000,0.019,0.000,0.593,0.531,0.235
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,18,0.506,0.309,0.160,0.142,0.142,0.000,0.283,0.497,0.000,0.018,0.000,0.595,0.532,0.237
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,19,0.507,0.310,0.160,0.141,0.141,0.000,0.283,0.499,0.000,0.017,0.000,0.597,0.533,0.238
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,20,0.507,0.310,0.159,0.140,0.140,0.000,0.283,0.500,0.000,0.016,0.000,0.599,0.534,0.239
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,21,0.507,0.311,0.159,0.140,0.140,0.000,0.284,0.502,0.000,0.015,0.000,0.601,0.535,0.239
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,22,0.508,0.312,0.159,0.139,0.139,0.000,0.284,0.503,0.000,0.015,0.000,0.602,0.535,0.240
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,23,0.508,0.312,0.159,0.139,0.139,0.000,0.284,0.504,0.000,0.015,0.000,0.603,0.536,0.241
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,minimax-regret-winner,24,0.508,0.313,0.159,0.139,0.139,0.000,0.285,0.505,0.000,0.015,0.000,0.604,0.536,0.241
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,1,0.434,0.244,0.160,0.244,0.219,0.025,0.564,0.505,0.296,0.114,0.000,0.629,0.569,0.165
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,2,0.436,0.245,0.159,0.218,0.218,0.000,0.498,0.492,0.249,0.070,0.000,0.630,0.569,0.174
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,3,0.438,0.248,0.156,0.191,0.191,0.000,0.445,0.483,0.203,0.044,0.000,0.630,0.569,0.178
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,4,0.441,0.252,0.152,0.170,0.170,0.000,0.402,0.478,0.159,0.028,0.000,0.630,0.569,0.183
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,5,0.443,0.256,0.148,0.153,0.153,0.000,0.368,0.476,0.116,0.019,0.000,0.631,0.569,0.189
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,6,0.445,0.261,0.144,0.139,0.139,0.000,0.343,0.476,0.074,0.015,0.000,0.632,0.569,0.196
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,7,0.448,0.266,0.139,0.126,0.126,0.000,0.324,0.479,0.033,0.013,0.000,0.634,0.570,0.204
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,8,0.450,0.272,0.133,0.115,0.115,0.000,0.310,0.484,0.000,0.013,0.000,0.637,0.571,0.212
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,9,0.452,0.277,0.129,0.105,0.105,0.000,0.300,0.488,0.000,0.014,0.000,0.638,0.572,0.219
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,10,0.452,0.278,0.128,0.105,0.105,0.000,0.292,0.491,0.000,0.015,0.000,0.640,0.572,0.221
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,11,0.453,0.279,0.127,0.105,0.105,0.000,0.285,0.494,0.000,0.015,0.000,0.640,0.573,0.222
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,12,0.453,0.280,0.127,0.105,0.105,0.000,0.280,0.496,0.000,0.015,0.000,0.641,0.573,0.223
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,13,0.453,0.280,0.127,0.105,0.105,0.000,0.276,0.498,0.000,0.015,0.000,0.641,0.573,0.223
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,14,0.453,0.281,0.126,0.104,0.104,0.000,0.272,0.500,0.000,0.015,0.000,0.641,0.573,0.224
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,15,0.453,0.281,0.126,0.104,0.104,0.000,0.270,0.501,0.000,0.015,0.000,0.641,0.573,0.224
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,16,0.453,0.281,0.126,0.104,0.104,0.000,0.268,0.503,0.000,0.015,0.000,0.641,0.573,0.225
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,17,0.453,0.282,0.125,0.104,0.104,0.000,0.266,0.504,0.000,0.015,0.000,0.641,0.573,0.225
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,18,0.453,0.282,0.125,0.104,0.104,0.000,0.264,0.505,0.000,0.015,0.000,0.641,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,19,0.453,0.282,0.125,0.104,0.104,0.000,0.263,0.505,0.000,0.015,0.000,0.641,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,20,0.453,0.282,0.125,0.103,0.103,0.000,0.263,0.506,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,21,0.453,0.282,0.125,0.103,0.103,0.000,0.262,0.507,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,22,0.453,0.282,0.125,0.103,0.103,0.000,0.261,0.507,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,23,0.453,0.282,0.124,0.103,0.103,0.000,0.261,0.508,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,rights-capture-winner,24,0.453,0.282,0.124,0.103,0.103,0.000,0.261,0.508,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,1,0.434,0.244,0.160,0.244,0.219,0.025,0.564,0.505,0.296,0.114,0.000,0.629,0.569,0.165
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,2,0.436,0.245,0.159,0.218,0.218,0.000,0.498,0.492,0.249,0.070,0.000,0.630,0.569,0.174
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,3,0.438,0.248,0.156,0.191,0.191,0.000,0.445,0.483,0.203,0.044,0.000,0.630,0.569,0.178
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,4,0.441,0.252,0.152,0.170,0.170,0.000,0.402,0.478,0.159,0.028,0.000,0.630,0.569,0.183
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,5,0.443,0.256,0.148,0.153,0.153,0.000,0.368,0.476,0.116,0.019,0.000,0.631,0.569,0.189
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,6,0.445,0.261,0.144,0.139,0.139,0.000,0.343,0.476,0.074,0.015,0.000,0.632,0.569,0.196
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,7,0.448,0.266,0.139,0.126,0.126,0.000,0.324,0.479,0.033,0.013,0.000,0.634,0.570,0.204
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,8,0.450,0.272,0.133,0.115,0.115,0.000,0.310,0.484,0.000,0.013,0.000,0.637,0.571,0.212
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,9,0.452,0.277,0.129,0.105,0.105,0.000,0.300,0.488,0.000,0.014,0.000,0.638,0.572,0.219
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,10,0.452,0.278,0.128,0.105,0.105,0.000,0.292,0.491,0.000,0.015,0.000,0.640,0.572,0.221
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,11,0.453,0.279,0.127,0.105,0.105,0.000,0.285,0.494,0.000,0.015,0.000,0.640,0.573,0.222
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,12,0.453,0.280,0.127,0.105,0.105,0.000,0.280,0.496,0.000,0.015,0.000,0.641,0.573,0.223
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,13,0.453,0.280,0.127,0.105,0.105,0.000,0.276,0.498,0.000,0.015,0.000,0.641,0.573,0.223
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,14,0.453,0.281,0.126,0.104,0.104,0.000,0.272,0.500,0.000,0.015,0.000,0.641,0.573,0.224
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,15,0.453,0.281,0.126,0.104,0.104,0.000,0.270,0.501,0.000,0.015,0.000,0.641,0.573,0.224
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,16,0.453,0.281,0.126,0.104,0.104,0.000,0.268,0.503,0.000,0.015,0.000,0.641,0.573,0.225
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,17,0.453,0.282,0.125,0.104,0.104,0.000,0.266,0.504,0.000,0.015,0.000,0.641,0.573,0.225
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,18,0.453,0.282,0.125,0.104,0.104,0.000,0.264,0.505,0.000,0.015,0.000,0.641,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,19,0.453,0.282,0.125,0.104,0.104,0.000,0.263,0.505,0.000,0.015,0.000,0.641,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,20,0.453,0.282,0.125,0.103,0.103,0.000,0.263,0.506,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,21,0.453,0.282,0.125,0.103,0.103,0.000,0.262,0.507,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,22,0.453,0.282,0.125,0.103,0.103,0.000,0.261,0.507,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,23,0.453,0.282,0.124,0.103,0.103,0.000,0.261,0.508,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,legitimacy-winner,24,0.453,0.282,0.124,0.103,0.103,0.000,0.261,0.508,0.000,0.015,0.000,0.640,0.573,0.226
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,1,0.516,0.275,0.224,0.338,0.183,0.156,0.499,0.472,0.357,0.247,0.000,0.560,0.534,0.135
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,2,0.515,0.270,0.226,0.349,0.182,0.166,0.436,0.446,0.330,0.278,0.000,0.548,0.529,0.126
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,3,0.514,0.265,0.227,0.357,0.182,0.176,0.385,0.424,0.304,0.306,0.000,0.536,0.525,0.119
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,4,0.512,0.261,0.227,0.364,0.181,0.183,0.343,0.407,0.281,0.330,0.000,0.524,0.520,0.113
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,5,0.511,0.258,0.227,0.369,0.180,0.189,0.309,0.393,0.259,0.351,0.000,0.513,0.516,0.109
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,6,0.510,0.256,0.226,0.373,0.180,0.193,0.282,0.383,0.238,0.368,0.000,0.503,0.512,0.106
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,7,0.508,0.255,0.224,0.374,0.179,0.195,0.260,0.375,0.218,0.381,0.000,0.494,0.508,0.105
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,8,0.507,0.254,0.222,0.375,0.179,0.196,0.243,0.370,0.198,0.391,0.000,0.486,0.504,0.105
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,9,0.507,0.254,0.220,0.374,0.178,0.195,0.230,0.367,0.180,0.397,0.000,0.479,0.501,0.106
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,10,0.506,0.255,0.218,0.371,0.178,0.193,0.221,0.365,0.162,0.400,0.000,0.474,0.499,0.108
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,11,0.506,0.256,0.215,0.367,0.178,0.189,0.214,0.365,0.145,0.399,0.000,0.470,0.497,0.111
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,12,0.506,0.257,0.213,0.361,0.178,0.184,0.210,0.367,0.127,0.396,0.000,0.467,0.495,0.116
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,13,0.506,0.259,0.210,0.355,0.177,0.177,0.207,0.370,0.110,0.389,0.000,0.465,0.494,0.121
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,14,0.506,0.262,0.207,0.346,0.177,0.169,0.207,0.374,0.093,0.379,0.000,0.465,0.494,0.127
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,15,0.507,0.265,0.204,0.337,0.177,0.160,0.208,0.379,0.076,0.366,0.000,0.466,0.493,0.133
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,16,0.508,0.269,0.200,0.326,0.177,0.149,0.211,0.385,0.058,0.350,0.000,0.469,0.494,0.141
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,17,0.510,0.273,0.197,0.314,0.178,0.137,0.215,0.392,0.040,0.331,0.000,0.472,0.495,0.150
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,18,0.511,0.277,0.193,0.301,0.178,0.123,0.220,0.400,0.022,0.309,0.000,0.477,0.496,0.159
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,19,0.513,0.282,0.190,0.286,0.178,0.108,0.226,0.409,0.003,0.284,0.000,0.484,0.498,0.170
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,20,0.516,0.288,0.186,0.269,0.178,0.091,0.233,0.418,0.000,0.256,0.000,0.491,0.501,0.182
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,21,0.518,0.292,0.184,0.256,0.179,0.078,0.240,0.426,0.000,0.228,0.000,0.498,0.503,0.189
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,22,0.519,0.295,0.183,0.244,0.179,0.065,0.246,0.434,0.000,0.201,0.000,0.505,0.506,0.196
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,23,0.521,0.298,0.181,0.233,0.179,0.053,0.251,0.441,0.000,0.174,0.000,0.512,0.509,0.203
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,efficiency-caution,24,0.522,0.301,0.180,0.222,0.180,0.042,0.256,0.447,0.000,0.149,0.000,0.520,0.511,0.209
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,1,0.243,0.112,0.116,0.262,0.217,0.045,0.439,0.418,0.570,0.136,0.000,0.492,0.539,0.048
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,2,0.242,0.106,0.120,0.245,0.216,0.029,0.362,0.380,0.563,0.095,0.000,0.480,0.535,0.045
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,3,0.241,0.102,0.123,0.230,0.215,0.015,0.298,0.347,0.559,0.058,0.000,0.468,0.530,0.043
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,4,0.240,0.098,0.125,0.217,0.214,0.003,0.244,0.320,0.556,0.026,0.000,0.457,0.526,0.041
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,5,0.239,0.094,0.127,0.206,0.206,0.000,0.199,0.296,0.555,0.003,0.000,0.445,0.521,0.037
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,6,0.237,0.091,0.129,0.198,0.198,0.000,0.160,0.276,0.556,0.000,0.000,0.433,0.517,0.033
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,7,0.236,0.088,0.130,0.198,0.198,0.000,0.127,0.258,0.558,0.000,0.000,0.421,0.512,0.029
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,8,0.234,0.085,0.131,0.199,0.199,0.000,0.100,0.243,0.562,0.000,0.000,0.409,0.508,0.026
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,9,0.233,0.082,0.132,0.200,0.200,0.000,0.077,0.229,0.566,0.000,0.000,0.398,0.503,0.023
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,10,0.231,0.080,0.133,0.202,0.202,0.000,0.058,0.217,0.571,0.000,0.000,0.387,0.499,0.020
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,11,0.230,0.078,0.134,0.203,0.203,0.000,0.041,0.207,0.577,0.000,0.000,0.376,0.495,0.018
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,12,0.228,0.076,0.134,0.204,0.204,0.000,0.027,0.197,0.583,0.000,0.000,0.366,0.491,0.015
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,13,0.227,0.074,0.135,0.206,0.206,0.000,0.015,0.188,0.590,0.000,0.000,0.356,0.487,0.013
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,14,0.225,0.072,0.135,0.207,0.207,0.000,0.004,0.180,0.598,0.000,0.000,0.347,0.484,0.011
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,15,0.224,0.070,0.135,0.209,0.207,0.002,0.000,0.173,0.606,0.000,0.000,0.338,0.480,0.008
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,16,0.222,0.068,0.136,0.211,0.206,0.004,0.000,0.166,0.615,0.000,0.000,0.330,0.477,0.006
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,17,0.221,0.066,0.136,0.213,0.206,0.007,0.000,0.159,0.625,0.000,0.000,0.323,0.474,0.003
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,18,0.220,0.065,0.137,0.215,0.205,0.009,0.000,0.152,0.635,0.000,0.000,0.315,0.471,0.001
federalism-agency-capacity-stress,Federalism and Agency-Capacity Stress,current-system-baseline,19,0.218,0.063,0.137,0.217,0.205,0.012,0.000,0.145,0.645,0.000,0.000,0.308,0.468,-0.001
